User,text,time
kumada,"2016/12/06 作業報告
・卒論の執筆
　OneDriveの12.6にアップしました。更新内容は緑文字
　実装の項目に[elasticsearch][Apache solr][milkode]を記述
　
・Elasticsearchのプラグインインストール+a
　[kuromoji]…日本語対応のためのプラグイン
　[kibana]........ログデータの可視化ツール
    curl................windows上でcurlコマンドを使用するために導入
 　

・Elasticsearchの利用方法について調査
　スキーマレスについては下記の記事を参照
　<https://medium.com/hello-elasticsearch/elasticsearch-a52fd3ac783e#.yyl01n580>
　使い方については下記の記事を参照
    <http://qiita.com/s_nakamura/items/f21b0fd3441372c48012>

    上記URLの使い方[indexを作成]で
 　curl -XPUT '<http://localhost:9200/test/>'をコマンドラインから実行
 　curl:(1)""http""not supported or disabled in libcurlというエラーが出てます。

　Indices ,Types ,Documents ,Fieldsの単語の理解に苦しんでいたので
    現在、スキーマレスの方法の記事について理解できていません。

・プログラムの実装状況
　[実装済み]
 　WEB入力フォームから文章を入力(試験的に作ったものです)、
 　PHPサーバサイドでMecabを利用した形態素解析と出力結果のDB格納
　[未実装]
　Milkodeとの連携.....連携してないだけでMilkode付属のWEBブラウザから
　手持ちのソースコードを検索できます。
    Elasticsearchとの連携.....使い方が分かっていないです。
・帰宅後の作業
 　Elasticsearch-php を発見したのでこれを使って動作できないか試してみます。
　<https://www.elastic.co/guide/en/elasticsearch/client/php-api/current/index.html>",1481016739.000003
otaki,"2016/12/06　作業報告
・学習画像を追加収集
・卒論の執筆
→LMDB作成の方法を途中まで執筆
・スライドの同期
→提案方式や実験等卒論と同期",1481016048.000002
t.kasai,"2016/12/05
・卒研プログラムのgit関連の操作をする部分が動作確認しづらくなってきたためテストを追加&amp;リファクタリング",1480948488.000007
tsukiji,"2016/12/05 作業報告
idfを算出するプログラムの作成
　金曜で作成した個人内でのidf(Aさんが作成したスライド全てを総数とした時のある単語のidf値)を算出するプログラムの他に、
水曜のセミナーで話した、人物毎に出現した単語をまとめた物を総数としてAさんのある単語のidfを算出するプログラムを作成しました。(この計算方法だと、総数は実験データで集めた人数になります。)


計算の値が適しているのか、そもそも対象データがしっかりカウントできているかぱっと見では不明なので、チェックしていきます。
チェック方法：excelでいくつか計算方法にあわせたもので計算して、結果の値がはたして現実的にあり得るかを比較する。プログラムの処理が冗長なので、ループ処理にスキップ機能を持たせて処理時間の向上を図る",1480939304.000006
shimizu,"2016/12/05 作業報告
・卒論の修正
　・実験目的の文章を一般的な表現に修正
　・予測単語の生成の手順の図を追加
　・比較する単語検出基準を箇条書きに修正
　・相関ルールを抽出するレシピ種類の一覧を追加
・使用する相関ルールの判別のため新しくレシピを100件取得
　・今回は料理の種類ごとに10件ずつ収集",1480937231.000005
otaki,<@U0JAJP7CY|otaki> uploaded a file: <https://kait-takanolab.slack.com/files/otaki/F3B95PG4X/20161205_otaki__________.docx|20161205_otaki_まとめ.docx>,1480936661.000004
otaki,"2016/12/05　作業報告
・金曜日に指摘された点の卒論の修正
→管理者のみが行う必要がある等の追記
→実験結果に対する個人の見解の追記
→キーフレームと動作の関連付け
・Caffeの学習モデルを動かすために
→原因の究明、現状問題点と考える部分をWorldにまとめてあります",1480936649.000003
matsumoto,"2016/12/05 作業報告
･金曜日に記入し忘れていた卒論のRStudioに関する部分の追記を行いました。
･R内で複数データのDTWを算出し同時出力しました。
今後はDTWのランキングとディープラーニングの調査を重点的に行なっていきます。",1480932376.000002
tsukiji,"2016/12/02 作業報告
IDFのプログラムを一つ目作りました(範囲を個人にした場合のIDF)
jsonファイルに出力されます
ただ、個人の範囲でのIDFを出すのに処理時間が1,2分かかるので全体の範囲で行うIDFは動作や取得範囲に工夫する必要があります",1480680437.000018
kumada,"2016/012/02作業報告
・調査
問題文などを検索するためElasticSearchとSolrの利用方法を調べていました。
Solr for Windowsをインストールしました。
・卒論の修正
「4．実装　4.3データベース設計」の項目に作成したテーブルを追記しました。",1480676692.000017
shimizu,"2016/12/02 作業報告
・卒論の修正
単語予測の処理手順について追記
図の追加はまだです
・実験１のプログラムの作成
文章全体、単語区切り、文区切りの３パターンのプログラムを作りました
相関ルールの一部の場合、包括している場合のプログラムはまだです",1480674303.000016
t.kasai,"2016/12/02 作業報告
・卒論内のシステム実装概要の検討中となっている部分を具体的に記述
・卒研システムのプロファイラをプロジェクトに対して実行する部分の実装",1480674102.000015
matsumoto,"2016/12/02 作業報告
･DTWを使ったデータ間距離の算出
･卒論の修正及び追記
今後は打ち合わせ時に頂いたコメントを参考に正解データの作成の方に力を入れていきたいと思います。",1480672890.000014
otaki,"2016/12/02  作業報告
・卒論にプログラムと実験を反映
→フレーム分割のFFmpegに関して追記
→分割したフレームをカウントするプログラムに関して追記
・コスト判定プログラムの調整
→学習モデルの判定結果をカウントするプログラム",1480671088.000013
tsukiji,"2016/12/01
小澤君とEnglishラウンジに行く
先生との打ち合わせ
・打ち合わせでの内容はメモしておきました
・英語の論文探し
・昨日見繕ったもののリンクが切れて紛失したのでまた探していましたですが、なかなかいい感じのが見つかりませんでした
備忘録：etadata extraction、Feature extraction
・FINDING NEWS-TOPIC ORIENTED INFLUENTIAL TWITTER USERS BASED ON TOPIC RELATED HASHTAG COMMUNITY DETECTION
・Predicting personality traits related to consumer behavior using SNS analysis
・Modeling the heterogeneity of human dynamics based on the measurements of influential users in Sina Microblog",1480586480.000012
otaki,"2016/12/01　作業報告
・ffmpegを利用した動画フレーム分割と分割したフレームを判定し、カウントするphpプログラの作成
→cost_decision_v1.php",1480583199.000011
matsumoto,"2016/12/01作業報告
Rの環境構築
DPマッチングについての調査
→RStudioを用いてCSVファイルからの数値計算などは出来たのですが、DPマッチングはまだ理解しきれていない部分もあり、上手く行かなかったので、
今週～来週ぐらいの完成を目処に頑張っていきたいと思います...",1480581688.000009
takahashim,アプローチ計画ワークシートは明日見せます。,1480574795.000008
takahashim,"2016/12/01 作業報告
・プログラムに交通費帳票のダウンロードリンクを作成しました。（実験を進めるためです。
・チェックリストの内容をリスト化し、「アプローチ計画ワークシート」の作成をしました。
・パワーポイントの編集をしました。提案内容で書類作成サポートシステムと、企業情報に関するシステムの合体をしました。",1480574778.000007
kumada,"2016/11/30 作業報告
・プログラムの修正
　形態素解析した結果を分かち書きでも出力できるように修正
・セミナーでの指摘事項まとめました
・検索対象を決めるためにエラーメッセージと問題文を形態素解析したものをくっつけて
　どういった結果が出るか確認しながら決めていきたいと思います。",1480503798.000006
tsukiji,"2016/11/30 作業報告
英語の文献調べていました。それっぽいのを見つけたので明日詳細に読んでみようと思います。
下のは忘れないように検索キーワードのメモと、見つけた文献です
備忘録：SNS Analysis、influential users、extraction、Characteristic ,User properties
・<http://apps.webofknowledge.com/full_record.do?product=WOS&amp;search_mode=GeneralSearch&amp;qid=6&amp;SID=N1RbmUDqprLQdez1LAl&amp;page=2&amp;doc=12>
・<http://apps.webofknowledge.com/full_record.do?product=WOS&amp;search_mode=OneClickSearch&amp;qid=9&amp;SID=N1RbmUDqprLQdez1LAl&amp;page=2&amp;doc=12>
・<http://apps.webofknowledge.com/full_record.do?product=WOS&amp;search_mode=OneClickSearch&amp;qid=9&amp;SID=N1RbmUDqprLQdez1LAl&amp;page=1&amp;doc=6>
・<http://apps.webofknowledge.com/full_record.do?product=WOS&amp;search_mode=OneClickSearch&amp;qid=11&amp;SID=N1RbmUDqprLQdez1LAl&amp;page=1&amp;doc=1>",1480501086.000004
matsumoto,"2016/11/30 作業報告
･セミナーの実施
･メトロノームでの加速度取得、動画視聴での加速度取得実験
･取得した加速度をグラフ化
→加速度のデータが一通り揃ったので、今後はDPマッチングで今回のデータを利用できるように調整していきます。",1480496864.000003
otaki,"2016/11/30　作業報告
・セミナーで指摘された箇所のスライド修正",1480496307.000002
t.kasai,"2016/11/29
・卒論のフォーマット修正",1480417709.000003
tsukiji,"2016/11/29
英語の論文調べ：あんまり目ぼしいのに見つけられらせんでした
検索ワードが悪かったのかもしれません
それっぽいのを備忘録としてリンクをここに貼っておきます
<http://apps.webofknowledge.com/full_record.do?product=WOS&amp;search_mode=GeneralSearch&amp;qid=8&amp;SID=Y13lqdpC4sm9jWcjILf&amp;page=1&amp;doc=2>
<http://apps.webofknowledge.com/full_record.do?product=WOS&amp;search_mode=GeneralSearch&amp;qid=8&amp;SID=Y13lqdpC4sm9jWcjILf&amp;page=1&amp;doc=4>
検索ワード：FEATURE EXTRACTION METHODで検索してみようと思います",1480417395.000002
kumada,"2016/11/29 作業報告
・卒論の修正
　ページ番号の修正
　表の書式,改行箇所の修正
　提案方式の概要図・提案方式の訂正",1480409889.000006
shimizu,"2016/11/29 作業報告
・卒論の修正
　・ページ番号の修正
　・表の書式，空行などのレイアウト変更
・スライドの修正
　・入力単語の検出範囲について追記
　・予備実験の目的と概要を追記
・予備実験用の単語予測プログラムの作成
　・Web上で動作させられていないので，同様のアルゴリズムのプロトタイプを作成中
　・入力単語から相関ルールを出すところまで完成．入力が文章だった場合にも機能するように調整中",1480409678.000005
otaki,"2016/11/29　作業報告
・コスト判定プログラム
→cost_decision.phpを作成、このプログラムではcall_python.phpで得た結果を返り値として受け取りカウントしていくプログラム
・卒論
→フォーマットの修正",1480407473.000004
takahashim,"2016 /11/29　作業報告
就職活動のマナーについて調べなおしました．
マイナビからです。
会社説明会のマナー
<https://job.mynavi.jp/conts/2017/manner/vol05/02.html>

身だしなみ
<https://job.mynavi.jp/conts/2017/manner/vol01/index.html>
PDFで準備している

持ち物　
<https://job.mynavi.jp/conts/2017/manner/vol01/02.html>
主にこの3つのマナーをコンテンツとして準備しようと考えています。
このほかに伺い書のことについても準備として追加すればよいと考えています。

ほかに、チェックリスト動的集計機能と交通費帳票についての実験を考えました。
OneDriveにあげときます。",1480403245.000002
kumada,"2016 /11/28作業報告
・卒論
「提案方式」「実装」の項目を記述しました。
・プログラム
　HTML上の問題文をDBに入れて形態素解析したかったのですが、問題文をうまく引っ張てこれなかったので、
　入力フォームから送信した質問文をサーバー上にて形態素解析（mecab使用）し,テキストに出力するプログラムを作成しました。
・その他
　研究室に復帰してからいただいた指摘をExeclに記載
・今後の作業
　問題文と質問文くっつけて形態素解析したもので検索
    問題文を形態素解析したものと質問文をくっつけたもので検索等いろいろ試す。
　卒論の資料作成&amp;訂正",1480331740.000006
tsukiji,"2016/11/28 作業報告
・卒論
　1章にてこの研究が解決する課題について書きました書いた個所は赤文字にしてあります。
・スライド
　木曜日での打ち合わせより、TFIDFについてスライドに試しに実装してみる内容3つを卒研スライドに書きました
　また、SlideShareのタイトルに表れる単語に重み付けを行うためにどのように実装(アップグレード)するかの計画を卒研スライドに追加しました
・GitHub
　木曜の打ち合わせで実装の章でほかの人が再現できるようにGitHubのReadMeを更新しました。動作例の項目をまだ描き切っていないので明日までに完成させる予定です
残りのまだできていない事(英語の文献調べ，卒研でどこまでやるのか)も進めます",1480329582.000005
shimizu,"2016/11/28 作業報告
・卒論
　・はじめにを書き始めました
・インターフェースの作成の続きに取り掛かりました
　・データベースから取り出した相関ルールを表示することができていない状態です。

今後の予定
・相関ルールに使う単語の範囲を決めるため，実際に単語予測するプログラムを作成し，予備実験を行う．
・その後，相関ルールに使用する単語が完全に一致していない場合（相関ルール上の左辺が入力単語を含む，あるいは含まれる場合）の相関ルールを使用するか決めるために予備実験を行う．",1480328832.000004
takahashim,"2016/11/28　作業報告
作業報告をした指摘を受けた部分を中心に直したりしたいと思います。
=========================
ページ番号を入れる
起案日はデフォルトで行う
交通費帳票のクロスレビューをしてもらう
確認画面を編集します
実験についてちゃんと書いてくる
被験者に詳しい人間（会社訪問体験をやっていた人）を用意する．
実験をするためにクオリティを上げていく必要がある（第一印象が大切　）

チェックリストの実験は他人の動向がわかるものと他人の動向がわからないもので比較をする
チェックリスト内容に関して何日前に出せばよいか考えてくる（持ち物は一日前でもよい）
伺い書の起案日をデフォルトで今日の日付にできるようにする。
書類作成サポートシステムで、紙でやるのと、PC・スマホでやるので比較する
----------------------",1480326447.000003
otaki,"2016/11/28　作業報告
・卒論
→画像収集の実験結果の追記
→Flickr関係の追記と実装への移動
・gitの整理",1480311945.000002
matsumoto,"2016/11/25 作業報告
･加速度を記録し、CSVで出力するプログラムの動作確認
･プログラムの作業報告書への反映
今後は傾度や距離情報なども記録できる用にプログラムを改修していきます．",1480067514.000009
tsukiji,"2016/11/25 作業報告
昨日の打ち合わせでの内容から簡単なものから修正しました。
・スクショだった物をテキストベースに変更
・実験の章の実験データの表を整形して、列などの幅を統一させました
・研究会での発表に用いた図を1章と2章の部分に挿入しました。これはまだ図表番号を指定してない＋文章の調整を行っていないのでまだ修正途中です。
・6章のまとめの今後の展望部分に研究会での意見やコメントを箇条書きでまとめておきました。
・TFIDFについて調査しました。話し合いでの人物単位でのIDFとすべての人物範囲のIDFの他に人物単位で一度単語の出現数とその種類数をまとめてから、IDFを行うとそれぞれの作成物数の差がある問題が多少マシになるのかなと思います。
IDFをどうやって行うかは図にしたりして、次のセミナーや木曜日までにまとめておきます",1480066539.000008
kumada,"2016/11/25 作業報告
・卒論
　提案システムの実装の項目『ソフトウェアのインストール』を記述
　「XAMPPのインストールと設定」,「GoogleAPIの利用方法」を書きました。
　目次と体裁を整えたら,できれば今日中にOneDriveにアップします。
・プログラム
　GoogleCustomSearchAPIをHTMLに埋め込むことができました。
　無償版は1日100リクエスト,1ページ10件,10ページの取得制限があります。
　検索結果をjson形式で出力できるそうです。
　現在は、問題文をDBに格納する手順と方法を考えています。",1480063534.000005
otaki,"2016/11/25　作業報告
・卒論に追記
→FlickrのAPIキー取得方法
→get_image.phpに関しての説明",1480061014.000003
shimizu,"2016/11/25 作業報告
・水曜日の作業報告で指摘を受けた部分の修正
　・文章で回りくどい表現を修正
　・スクリーンショットだった部分をテキスト形式に変更
　・ソースコードの例のフォントサイズを9ptに、行間を12ptに変更
　・システムの概要図を上から下に流れるように修正
修正したファイルはOneDriveの2016卒論にアップしました",1480054286.000002
kumada,"2016/11/24/作業報告
・xampp環境設定
　日本語文字化けするのを修正。入力フォームのデータを格納できるDBを作成
・プログラム作成
　WEBの入力フォームから入力したデータをAjaxでPHPにデータを渡せるようにしました。
　PHPからDBに入力フォームのデータを格納する部分が完成。
・今後の作業
　形態素解析
　発表用スライドの更新",1479995043.000006
tsukiji,"2016/11/24
先生との打ち合わせ：話していた内容はまとめたので明日から取り掛かります
トッピクモデルの調査：専門分野の分類する際に一つの手法として適していそうなので実装や理論について調べていました。
ディープランニングですがcaffeよりは難しくないようです。基本的にそれ用のpythonモジュールがあるらしく、学習データの整形などを自身で行う形になるようです(調査中)",1479986764.000005
t.kasai,"2016/11/24 作業報告
・卒論作成：ACISの論文を一通り卒論フォーマットにまとめた",1479984554.000004
otaki,"2016/11/24　作業報告
・卒論作成
→サーバーへの接続方法の記述
・スライド
→前回のセミナーで指摘された点の修正
・実験
→手動での判定での差異が確認できるものをピックアップ
→調理動画の追加と実験",1479979044.000003
tsukiji,"2016/11/23 作業報告
・卒業論文ですが、一通り書きました。内容に関してですが、基本的に研究会での論文を切り貼りしただけなので、内容をより卒研での内容に地価図ける必要はあると思います。明日の打ち合わせでは、まだ一度も見せていなかった実装の章を中心に行ってほしいです。
卒論は作業報告書の25日にアップしてあります。
・スライド：研究会での意見などを卒研のスライドに反映させました。これからの期間で何をするかをこれから考えていきたいと思います。すぐにできそうなもの(TFIDFなど)は挑戦したいとは考えています",1479897451.000002
kumada,"2016/11/23 作業報告
・入力フォームの作成作業（継続）
　Ajaxを使って送受信できるように家で調整してきます。
・追記）HTMLからAjax使ってPHPにデータを送ることができました",1479892745.000012
otaki,"2016/11/23　作業報告書
・卒論フォーマットの更新
→提案システムに関して追記修正
→提案システム概要図の修正",1479892420.000011
shimizu,修正した卒論をOneDriveにアップしておきます,1479891407.000010
shimizu,"2016/11/23 作業報告
・卒論の修正
　・実装部分に入力された文章のどの範囲内の単語を相関ルールの抽出に使用するかを追加しました．
　・上記の図を追加しました．
　※現状では文章毎に単語を検出すると書いていますが，文章全体から検出する，単語数で固定するなどの候補も考えています．
・形態素解析プログラムの修正
　・「味」を「アジ」でデータベース内に格納してしまっていることが分かったので，それらを含めた誤検出問題を解決していました．
　・方策はありますがプログラムの修正がまだ途中です．",1479891383.000009
tsukiji,"2016/11/22 作業報告
卒論の執筆
実験の章では知能ベースシステム研究会での論文をコピペして後ほど編集できるようにしました
実験データの一つがまだまとめていないので、これをまとめて、卒論に反映させる必要があります
関連研究と、背景の部分も同様にコピペをしましたが、背景については明日手直しして、適した内容の順序にするようにします
3章の提案システムはまだ見出しのタイトル書いただけの状態です",1479811281.000008
takahashim,"伺い書の作成システムの作成をしていました。
UPDATE文がうまく動かず、データベースに情報を入れられない状況です",1479803126.000007
shimizu,"2016/11/21 作業報告
・スライドの修正
　・提案システムの概要を機能毎に分けて説明を追加しました。
　・↑に合わせて概要図を変更しました
　・一部スライドの順番を変えました",1479795141.000006
shimizu,"2016/11/21 作業報告
・スライドの修正、追加
　・相関ルールを使用する目的
　・単語提示機能をどのような処理で行うか
　・抽出できた相関ルールの例と説明
　・相関ルールから提示された単語の例
　・抽出された相関ルールの中で使えるものと使わないものの定義
・相関ルール抽出のプログラムの修正
　・抽出された相関ルールの中でも使わないものを除去できるように修正
・単語予測インターフェースで使う予定の処理方法で関連単語を提示できるシステムの作成",1479727292.000005
tsukiji,"2016/11/21 作業報告
・論文執筆
実験の章について書きました
実験方法の内容と目的を少し書きました。
実験環境と実験結果には、とりあえずすべてのユーザデータと実験結果の表を張り付けました",1479722988.000004
otaki,"2016/11/21　作業報告
・作業報告書の加筆・修正
→実験の章に動画の手動判定の実験を追記
→前回指摘があった図表番号の設定
→判定基準の器具と調理動作の表を作成
・作業報告書から卒論への書き換え",1479721864.000003
matsumoto,"2016/11/21 報告内容
前回からの変更点は、
･卒論形式への書き換え
･図表番号などの細かい部分のレイアウト変更
･動作検知概要(3ページ、節4.2～)の追記を行いました。
節4.2～、動作検知概要部については前回頂いたコメントを参考に動作検知概要、端末間距離計測概要と文章を２つに分けました。
今週は実験部分の記載を重点的に行っていこうと思っています。

システム制作の方はとりあえず端末加速度をcsvファイルで出力するプログラムの制作をしています。
こちらは進捗的に明日明後日には完成するかと思うので水曜日に完成したものを見せれたらとは思います。
これを動かすことが出来た後にプログラムの方に傾度と距離情報の機能を追加していくつもりです。",1479719946.000002
tsukiji,"2016/11/18
TA:金曜のTAですが、なんとか終わりました。大多数は今週の課題をクリアしている気がします。実験課題の項目にはハンコを押していないです
卒論：実装の章は書き終わりました。実験の章を書き始めます。
書いた内容はonedriveにアップロードしておきます",1479459733.000046
otaki,"2016/11/18　作業報告
・スライド修正
→コスト判定の基準と重み付けの定義作成
→実験内容の記述
→実験結果と問題点の記述
・実験
→肉じゃがの動画を手動で判定して問題点のピクアップ",1479455617.000045
shimizu,"2016/11/18 作業報告
・プログラムの修正
　・100件のデータから相関ルールを抽出できるようになりました。取得するルールはとりあえず10000件にしてあります。
　・ルールをデータベースに格納するときに中身がNULLのデータなどをカットするようにしました。",1479449816.000044
tsukiji,"2016.11.17
午前からお昼ごろまで、博研の小澤君と一緒にEnglishラウンジにいってきました。
ネイティブの先生が優しかったので，楽しく話を聞いたり質問に答えたり，ちょっとした英会話の知識を学びました
卒論の実装について続きを書きました．
重み付けの部分まではまだですが，実装の章の大部分は書き終わりました．
これはonedriveの作業報告書にアップロードしておきます。
今日までに完成させるつもりでしたが、明日に実装の章を完成させます．ちょっと作業が遅れているのは反省しています．
また、明日は来週の院の講義のレポートをやるのであまり卒研のほうはできないと思います",1479378956.000043
takahashim,"2016.11.16 
セミナーで指摘されたところの反映。
図の修正とチェック内容の修正をしなければならないと思っております。",1479300656.000042
shimizu,"2016/11/15 作業報告
・卒論執筆
　・実装の章について追記しました。報告書の内容は一通り書き終えました。
・単語予測インターフェースの作成
　・実際に単語予測が使えるようにするため、小松先輩のプログラムを参考に作っています。まだ動かせるようにはなっていません。
・相関ルール抽出プログラムの修正
　・クックパッドから取得したレシピデータについて調べたところリンクや広告などのレシピ以外の文章が入ってしまっていることが分かったので取り除けるように修正しました。その結果レシピ上に出現する単語の内容が変わってきたので相関ルールを取り直そうとしたところ、どういうわけか7件しかルールが取得できませんでした。単語集合の数を減らして試したところ取得できるルールの件数が不規則に増減しました。原因がまだ分からず、相関ルールの取り直しができていません。
　・上に付随してレシピデータの取得が100件とれるようになりました。",1479210642.000041
tsukiji,"2016/11/15
明日のセミナーで何をお願いするのかを考えるために調べものをしていました。
内容：
・reserchGateでユーザの情報を取得できるのか調査→APIが存在しないので別のアプローチが必要である
・Linkdinでユーザの情報を取得できるかの調査→APIは存在するが少し特殊である。また、企業の情報なら受け取れるが，このAPIはユーザに適した企業をサジェストする検索機能しかないのでないかと思います。このため，これも別のアプローチをする必要がある。
・トッピクモデルによる単語の専門分野の分類を行うための機械学習の実装のための調査→いくつかの種類があるので何が最適なのかそもそものこのモデル自体に複数の種類があるので調査することが大量にありました．
たぶんこの3つのうちどれかを3年生にお願いするのかもしれません
卒論の記述：引き続き実装の章を書いています。図表番号が不具合で相互参照がどうしてもうまくいきませんでした。ここに時間を大半持っていかれたあげく成果なしなので，手動で書くことにしました。
余談ですが、博研究室の小澤くんと今日Englishラウンジに行ってみました。タイミングが悪かったので木曜の午前にもう一度いってネイティブの先生と交流してみます",1479204529.000040
otaki,"2016/11/15　作業報告
・調理動作基準
→家庭料理技能検定のHPが変わったせいか調理動作に関するデータの引用元が一部消えたため, 動作基準を再設定中
・卒論執筆
→実装の章のCaffe導入を一通り書き終わり, 導入以外の部分を書き足す予定",1479199044.000039
tsukiji,"2016/11/14
・研究会でのコメントより単語の専門分野を推定する技術に調査し，卒論スライドにその内容を追加しました
　スライドはonedriveにアップロードしました
・卒論執筆
　実装の章の一部を書きました．明日中に終わればいいかなと思っています
　今日書いた内容はOnedriveにアップロードしました．",1479123567.000037
shimizu,"2016/11/14 作業報告
・報告書の追加修正
　・データベース構成について
　・プログラムの実行方法
　・入出力の図
・上記の内容を卒論のフォーマットに修正
・抽出した相関ルールをデータベース内に格納できるように修正",1479122285.000036
matsumoto,"2016/11/14 作業報告
･報告書の修正
→卒論形式へ変更や図表番号、文章の追加など
androidファイル生成のシステム制作が疎かになっていたので今後はシステム制作に注力していきます。",1479115582.000035
otaki,"2016/11/14　作業報告書
・卒論形態への文章の変換と追記
・学習画像の追加収集",1479112868.000034
takahashim,"2016.11.14
報告書の編集、
やることリストと、文書はワンドライブにあげています。
まだできていないところもあるので、即、直します",1479111785.000033
tsukiji,"卒論の着手
まずは書けそうな実装の章から始めます。
木曜日までに実装の章と実験の章を書ききる予定です
水曜のセミナーまでに研究会で発表した発表スライドを反映したいと考えてます",1478859430.000032
matsumoto,"2016/11/11 作業報告
作業報告書の作成
近日中に加速度や端末距離情報のログ作成システム完成を目指します。",1478859409.000031
otaki,"2016/111/11　作業報告
・作業報告書の作成
→先輩の論文をもとに実装を作成。Caffeのインストール方法等作成中。",1478859066.000030
matsumoto,"2016/11/10 作業報告
･スライド、イラストの修正
→処理図の流れなど
･報告書の修正",1478766991.000029
otaki,"2016/11/10　作業報告
・去年の先輩の論文をもとに卒論の構成へと変更
→サーバーや使用しているシステムのバージョンの調査など",1478761902.000028
otaki,"2016/11/09 作業報告
・作業報告書を卒論の様式に近づけるため、先輩の論文をもとに修正
→システム構築環境を表に修正",1478684460.000027
otaki,"2016/11/08　作業報告
・選定した調理動画をもとに学習モデルの試作中",1478657441.000026
tsukiji,"2016/11/08 
発表スライドの作成
他ユーザからの評価を考慮することで有用性のある情報が得られる点を表した図を提案手法のスライドに入れました
最新版のパワポとコメントの一覧はonedriveにアップしておきました",1478604558.000025
shimizu,"2016/11/08 作業報告
・関連研究の調査
単語予測、入力予測、クエリ推薦などのテーマで探しました．
今のところすでに調べているもの以上の内容を見つけられていないので他のテーマからも探してみようと思います。",1478602941.000022
tsukiji,"2016/11/3
発表スライドの2枚目～6枚目(研究背景から，研究目的まで)の手直しをしました(主に文章の短縮，調整など)
4枚目のキーパーソン検索についてのスライドの量がまだ多いのでここはまだ文章を減らさないといけないと思っています
今日修正した内容はv4としてonedriveにアップロードします",1478169132.000021
tsukiji,"2016/11/02 作業報告
セミナーでの意見をもとに初めに
研究背景のキーパーン検索、コンテンツ検索の部分を分割しました
関連研究では，それぞれの内容ごとにわけてスライドに反映しました(今日ディスカッションした関連研究も加えました)
金曜に一度できるように時間を見て文章を減らしたいと思います。",1478084097.000020
shimizu,"2016/11/01 作業報告
・スライドの修正
　・実験結果・考察について追記
　・相関ルールの説明を修正
・形態素解析プログラムの修正
　・40件目で止まってしまう原因を探っていましたが、12件目で止まるようになっていました。解決策は調査中です。",1477994316.000019
takahashim,<@U0JT2EZDH|takahashim> uploaded a file: <https://kait-takanolab.slack.com/files/takahashim/F2W7V85BN/screenshot_20161031-203051.jpg|2つ目>,1477913496.000018
takahashim,<@U0JT2EZDH|takahashim> uploaded a file: <https://kait-takanolab.slack.com/files/takahashim/F2W656JLB/screenshot_20161031-195743.jpg|スマホ画面、実装しました>,1477911875.000017
otaki,"2016/10/31  作業報告
・クロスチェック等によるスライドの修正
・コスト判定の基準をまとめる
・判定に使用する動画の選抜
・学習画像の収集",1477905485.000016
shimizu,"2016/10/31 作業報告
・実験のについてスライドに追記．
・セミナーで指摘された箇所の追加． ",1477904756.000014
tsukiji,"2016/10/28 作業報告
実験データの追加
実験データを2件ほど増やしました。効果の分かりやすいものがなかなかないのでもう少し探します
卒研スライドの修正
本研究の立ち位置になりそうな要素を考えていました。
具体例を追加して月曜までに形にしようとは思います",1477650082.000012
otaki,"2016/10/28　作業報告
・作業報告書の修正
→構成の修正や図のキャプション等
・スライドの修正
→コスト判定のための計算式？の概略作成
→2種類の調理器具の判定結果をphpで取得した結果の追加
・Webブラウザのajax適用・・・",1477645955.000011
shimizu,"2016/10/28 作業報告
・作業報告書に実験の章を追記しました
　考察については結果を細かくチェックしてから書こうと思います。",1477634296.000009
tsukiji,"2016/10/27 作業報告
似た研究についてまとめたものをスライド内に追加
ここから、自分の研究と差を出したいと思います
セミナーでの意見から、提案システムの部分を修正しました
研究目的と提案システムの意味合いが同じになるようにしました
報告書の実験部分について書いてなかった部分を修正しました
KBS学会の発表スライドの提案手法の部分を調整しました",1477576225.000008
otaki,"2016/10/27　作業報告
・セミナーで指摘された点の修正
→実験結果の追記
→研究背景を一部書き換え
・学習要素2つの場合のモデルの作成に成功
・学習モデルを利用した判定には、相変わらず偏りが見られる
→学習元の画像が少ないため？",1477559503.000007
takahashim,あとHao123を消していました。,1477550834.000006
takahashim,"2016/10/27作業報告
プログラムの調整
　帳票データを挿入する際のSQLがおかしく実装されていなかったので調整して直しました。そして挿入する際、入力開始時間と提出完了時間を測定できるようにしました。実験を進められるようにするためです。実験を早期に進められるように頑張ります。",1477550799.000005
matsumoto,"2016/10/26作業報告
･セミナー実施
･スライド修正
今後は今回のセミナーで指摘された音を用いた距離計測時の精度測定や実験について思案していきたいと思います。",1477471783.000004
otaki,"2016/10/26　作業報告
・3年セミナー
→数値だけの取得は成功、Webブラウザにはまだ反映できていません
↓取得した値
9.99390721e-01
3.69911888e-08
2.23845083e-04
8.84041656e-05
2.82744149e-04
4.43585350e-06
3.75575780e-07
8.51532423e-06
8.97648988e-07
1.22182556e-07
0:airplane
・セミナー
→提案手法や研究の進め方等でアドバイスを貰い修正等",1477471743.000003
shimizu,"2016/10/26 作業報告
・スライド修正
    ・作業進捗のスライド反映
",1477471731.000002
otaki,"2016/10/25　作業報告
・スライド修正
→提案方式や実装状況等
・pythonの実行結果をPHPで取り出す
→サーバー内では取り出せる
→築地くんに手伝ってもらってWebで表示するための思案中",1477394964.000128
tsukiji,"25 作業報告
明日の打ち合わせ
卒研スライドのチェックしてもらった範囲でのｓｙつうせい",1477394947.000127
